TRIPID,WALK,CYCLE,RAIL,BUS,DRIVE,PASSENGER,TAXI,OTHER
23285,0.06053409324583081,0.0011081324364682343,0.10479802295171547,0.006310592117470759,0.17236334761118666,0.11085123602984603,0.10298187309838025,0.4410527025091018
23286,0.201266265127241,0.2732492243735952,0.0787873386448329,0.130535837764434,0.11812453669723932,0.04789198021916974,0.04450924302960091,0.10563557414388691
23287,0.006351077691652551,0.2908513876641956,0.04167884174658176,0.10675726841905808,0.22920730589018445,0.09640337293551404,0.05329406628816913,0.17545667936464437
23288,0.22115990451570222,0.4724067366377487,0.06634551534489397,0.040818598517790905,0.01093250522305178,0.023420139958318043,0.028873267535037828,0.13604333226745657
23289,0.15260472368363331,0.11015330072047835,0.1917873138543149,0.04859872836476331,0.18934425306091396,0.13077700559726735,0.13398279578281524,0.04275187893581356
23290,0.18957329762989117,0.05480204952599255,0.19427167492562059,0.23619591004616558,0.019132847670935926,0.04889156208400125,0.012264808767071922,0.24486784935032102
23291,0.30757685375623367,0.10486250595204838,0.00696514488971367,0.2543232719824753,0.015516202136309887,0.2621970457907238,0.043301675853218535,0.005257299639276791
23292,0.06845703314180684,0.09834887747139265,0.2038138913894022,0.11110778794804999,0.11125946388206942,0.07773280254389048,0.29374903467406843,0.03553110894931999
23299,0.03938114927970715,0.13666847798516335,0.17466399546945532,0.02632955790098046,0.1991075711240563,0.022396187696879344,0.3741493525829973,0.02730370796076076
23300,0.10158897474314643,0.07744984525832255,0.07179274768944133,0.22737592934667683,0.2968947882047063,0.05918669866605297,0.12814849963731156,0.037562516454342054
23301,0.14913781839018903,0.17277013133359176,0.16585870257220992,0.07252701327624478,0.08697575829468374,0.013542281769109432,0.23168517496138874,0.10750311940258261
23302,0.026542628123332412,0.20559058005550956,0.017730634708603366,0.057951548023924326,0.1452177254931889,0.10948490137759559,0.025726374765908777,0.41175560745193707
23303,0.10378246821737303,0.38713219081909755,0.10523113144287721,0.01734043348589276,0.21839490621421387,0.021073370050983198,0.048625156418051096,0.09842034335151129
23304,0.08543684626923054,0.02680854848894143,0.057978875581045086,0.04726516923557256,0.34083011587220935,0.04166043940867403,0.2096128479343763,0.19040715720995072
23305,0.10678805894185572,0.05114220786665613,0.02923705181433489,0.05499830785583271,0.17628444100236063,0.06594115473762752,0.00017567364145221198,0.5154331041398802
23308,0.023192495939730162,0.3317039902151012,0.1515528256727049,0.1809934009591837,0.12337009499651908,0.011468632815070268,0.1676267351592584,0.010091824242432268
23309,0.16755535690261691,0.009280906681524703,0.24656952693858303,0.020827836608867445,0.3343118808688792,0.13528377593295748,0.01696639606451933,0.0692043200020519
23310,0.004855279667931867,0.05278032412693057,0.06946390421298809,0.08662151876377944,0.0535438361259869,0.15900566072866407,0.3381657083544539,0.23556376801926515
23311,0.06022587939289148,0.05034276529606907,0.353610597190952,0.11363402296900671,0.27184409878760774,0.13824053641269407,0.004236257850563918,0.007865842100215015
23312,0.0984807971854047,0.4144574796155047,0.05877694944942813,0.2392865241729727,0.09699978987205149,0.013812967439560397,0.06127949638891084,0.016905995876167035
23313,0.07680177591723747,0.02924210707293995,0.09921923287416556,0.07462574796700616,0.3653232957427517,0.22059265447973941,0.07641940050735352,0.05777578543880624
23314,0.2796144653878162,0.13051192871552253,0.008721503829717703,0.018670090714449028,0.2591808747972246,0.0930328811412684,0.0011857170516530458,0.20908253836234847
23315,0.004290857499527512,0.06049986617012315,0.052661779384731044,0.11983364086064718,0.20893198129528234,0.20803471167079524,0.17644255515251817,0.16930460796637536
23326,0.13497268876647928,0.011783919046282065,0.1722897225181783,0.014591812697831275,0.305655000300858,0.20915680866447717,0.09490009765144236,0.05664995035445153
23327,0.024357512472597542,0.0015488076489946767,0.2553326422626929,0.2660524909819568,0.0064356165903151075,0.3003956535950514,0.12526155026238073,0.02061572618601082
23328,0.045881894232583376,0.17001405806220204,0.01947135179196302,0.14462637320667426,0.028833622621077692,0.05562592276171496,0.34999152914913634,0.1855552481746483
23329,0.06682754853053596,0.10412082771920905,0.2916084894004348,0.22659949305790672,0.08393278830523221,0.04363482023443832,0.13822951467597355,0.04504651807626936
23330,0.2543217740793251,0.19048873236073327,0.049953207382042564,0.05293602693281718,0.12395165709356526,0.04331657877024131,0.2733506466235581,0.011681376757717188
23331,0.15358696957436435,0.25481295077919464,0.027525628990276108,0.24849658129373486,0.01260314745399782,0.15982978200421882,0.12654134361170988,0.01660359629250352
23332,0.043644765558776055,0.18763979822431998,0.30130032414068664,0.07430906759337585,0.015840148389924646,0.014453568581809684,0.007968479408263507,0.35484384810284364
23333,0.06492026903574322,0.14428565808732863,0.029711694012684475,0.045587027362305355,0.004964987005899091,0.41159918801018436,0.0668178986996083,0.23211327778624657
23334,0.007106315379408201,0.11049964077556307,0.03635939481879835,0.11479982416978518,0.2968662377180865,0.184120652478166,0.23314277459187005,0.017105160068322633
23335,0.19456312621530836,0.16293296372204846,0.2982437011132101,0.04059121427343093,0.11407967885938042,0.09312044268556885,0.013179581146394503,0.0832892919846584
23336,0.00666978188988554,0.027146990518296055,0.011742380655187068,0.11085073585346661,0.18804157246178121,0.27040656835972643,0.23900133644379717,0.1461406338178599
23337,0.10672634225189581,0.074849715240357,0.2033117262293942,0.31162308714294285,0.05948864179160096,0.01840619040380309,0.1621516293289612,0.06344266761104489
23338,0.20028545409779186,0.27728342047256527,0.11777350764019134,0.004440935789169043,0.04988674748901878,0.06925058986089017,0.12899586971879207,0.15208347493158147
23339,0.026032075479086036,0.0813974479414048,0.18365557745891492,0.03863388852094218,0.047651156435852604,0.11878473420316282,0.30944594160132766,0.19439917835930898
23357,0.09519280926563944,0.23329466613531624,0.10600772112816226,0.08181806349562692,0.06668724044877394,0.07945148526425694,0.19937340105107426,0.13817461321115
23358,0.15266517629483023,0.028926425169710557,0.0776998374893928,0.07934380790281681,0.034303247312282736,0.012678927605895396,0.522719808502219,0.09166276972285248
23359,0.27216429341811155,0.09751044443891133,0.2688697945763059,0.07692921194380864,0.03384477837872846,0.10552104354890879,0.10320271316585838,0.04195772052936697
23360,0.1110089299326592,0.029680300808963,0.3991699975722971,0.0618801270542948,0.1003850265375682,0.2694149945784361,0.02613560319923869,0.002325020316542914
23361,0.25314669866449846,0.20562420324781971,0.02942943573052792,0.030827997863255296,0.010270824496783515,0.2843299032608674,0.160272726895764,0.02609820984048372
23362,0.1477010189427269,0.03285466150974625,0.10279271291917946,0.48695781701217333,0.006357855175415761,0.16282220354990518,0.03687949453714856,0.02363423635370454
23367,0.20689697514938588,0.11546081107927697,0.12377753414511605,0.00060417760612963,0.006310516925323251,0.14100397797814912,0.14786713878170976,0.25807886833490934
23368,0.03653736794907558,0.3542810022172912,0.14721506893780856,0.2381114884786094,0.07234652633883787,0.04854974516836663,0.051527103552428954,0.051431697357581796
23369,0.14512928944686687,0.19518915120608304,0.25495868613633077,0.2174373779796609,0.03516716222722027,0.04339698637643996,0.08575745442757976,0.022963892199818425
23370,0.031865727747919625,0.11020627079749212,0.0210231336429334,0.1294414140031117,0.013869428370183012,0.136026539611938,0.25171052330156174,0.3058569625248604
23371,0.5398510803904536,0.04522646467487412,0.1600674506334947,0.09637991573455507,0.010857181445746322,0.06763835048118372,0.024362762126800108,0.055616794512892365
23372,0.057893006552959925,0.023050044354541166,0.19395424230030756,0.4602895526154136,0.037177590934823423,0.022100364864628075,0.08678595675364065,0.11874924162368561
23373,0.021048921577415558,0.08211064959108993,0.06763516689797422,0.2503943132931219,0.1834471872063046,0.21709077446867842,0.15712830046628223,0.021144686499133147
23374,0.10889801275030664,0.08213112929542599,0.14412152844319204,0.08666350140970969,0.14089010071076358,0.13535756406103716,0.20901399561199463,0.09292416771757028
23375,0.12880804345335006,0.13210842281091806,0.1556088815468094,0.039709722387152646,0.20199271538548424,0.0003213706194200583,0.24321153665436857,0.09823930714249696
23376,0.36044593240741307,0.038718312628923446,0.022250292933911342,0.0023687800712010043,0.10089234702187266,0.1915113220066107,0.1374532815895978,0.14635973134046998
23416,0.004400990170606023,0.12218538422620495,0.03909159227685943,0.21090208678585942,0.21627603954640895,0.019378437025125872,0.31101091409150583,0.07675455587742952
23417,0.05445281311702832,0.10409524852094565,0.09862360651011581,0.09560460310187913,0.0684121221229943,0.37090797247020924,0.1470744645168378,0.060829169639989744
23418,0.25644118576333275,0.29133838507902166,0.05937429250408399,0.03231807141416998,0.1132395808897041,0.09117151366326759,0.09109008534198892,0.06502688534443102
23419,0.04748898088850506,0.5416648330599739,0.05595471049107037,0.0052298253958591445,0.07012723527486098,0.06200005270733144,0.10653113934932701,0.11100322283307207
23420,0.028746273352176277,0.12750439637938182,0.0174058966089905,0.5154551674955761,0.12901607617863853,0.07911497056013395,0.09372882062549903,0.00902839879960382
23427,0.10395554052117617,0.14569584534718538,0.22435271811434487,0.19365167722783982,0.21262539140552073,0.0332258294373966,0.06372481611861303,0.022768181827923395
23428,0.14312772157446618,0.4531878255816102,0.2994772349817415,0.048251328491755174,0.003396307371451246,0.03163950939024052,0.011601464664614647,0.009318607944120538
23429,0.12868918975979582,0.21948536595186552,0.028982899038444532,0.11994810881509077,0.010748018112688218,0.14067288780365528,0.26376234692605405,0.08771118359240582
23430,0.2737721501802365,0.2409781187457447,0.010466487701273564,0.0022559116401700274,0.23914436784237825,0.027844860367402857,0.12071514395081817,0.08482295957197594
23431,0.06019527224441634,0.027291231118104387,0.014412319798709272,0.06280642144661408,0.5502105616986158,0.020484604086296265,0.1784568208539652,0.08614276875327864
23432,0.39121702276084425,0.060043065818694785,0.013229388974516199,0.05860571249451807,0.07703124403281525,0.12823181921303006,0.12227982012482597,0.14936192658075542
23433,0.26105386096451033,0.14080817068613571,0.1213349477741934,0.09874317452821224,0.1083706852562587,0.0778761305673068,0.06663578157159533,0.12517724865178748
23434,0.11391654065343426,0.1735281065928449,0.1058780121698325,0.13499062642516957,0.018390445897857988,0.18380082750854043,0.13633837164949858,0.13315706910282177
23435,0.028573621437911423,0.033166462980514955,0.1695922101426488,0.13187953939362773,0.5308902925488651,0.08343679337744958,0.002262218097320079,0.020198862021662323
23436,0.08844437212486822,0.0644142253025769,0.08224145088853918,0.17128048396710704,0.17720513915683012,0.1531614925313215,0.24136709199331485,0.02188574403544219
23437,0.3698229691399644,0.08015375799892521,0.03749887208323888,0.14174073163781353,0.024110678163666632,0.005910734225039627,0.24076334031886504,0.0999989164324867
23438,0.045764083527546906,0.0699393130799727,0.020561678765835034,0.16335615315530783,0.21825950024096785,0.1268402673293476,0.17547706299662313,0.17980194090439894
23463,0.2239439615473785,0.03327913927225068,0.08106566181812058,0.07141633478707365,0.40233973681379587,0.05551926764115789,0.09552847048653135,0.03690742763369148
23464,0.0621250725562319,0.16983579736363663,0.05552127647741312,0.36595104173247117,0.2447992070714825,0.011170918697209209,0.0472160648910116,0.04338062121054387
23465,0.034157351515201495,0.14444675578639599,0.14679177084952366,0.08381761767079332,0.313452664501779,0.1983783895545338,0.06020065591101642,0.01875479421075632
23466,0.2908786135269982,0.08973155111035758,0.12021508630387667,0.017268745518681516,0.17039141578852746,0.05328831308749782,0.05168758520182781,0.20653868946223297
23467,0.004284587271739859,0.030158063168606475,0.18350429861361928,0.2071727871194856,0.04844179396567494,0.1853797914834644,0.15190756751686396,0.18915111086054548
23468,0.13248339062124082,0.00037145078643585627,0.1309706463633048,0.07860363678487592,0.11383710836885497,0.08536148126876197,0.2717913689395215,0.18658091686700418
23469,0.056208553592105415,0.0005650123401903517,0.06981329096721955,0.14080531595345347,0.2467054896823524,0.012730633743098574,0.15495707993661811,0.3182146237849621
23470,0.1536375291342007,0.02635964735422458,0.02675795885842769,0.47785159891255113,0.05397646038208004,0.0764005088521067,0.14715620459627698,0.037860091910132176
23471,0.20057703515723269,0.07297809629286844,0.02244842504451805,0.03280124100722137,0.1342717153521199,0.09108667893868139,0.40892002160656693,0.03691678660079123
23472,0.4572510483995107,0.02465336292619047,0.05322559783364578,0.004969596018470024,0.048192942890598944,0.05743270060234884,0.1665926954500092,0.18768205587922604
23476,0.13585493245274294,0.07604151413243243,0.04365667005744356,0.5472881557983847,0.00837753335124658,0.05500791444329012,0.013986197538644385,0.11978708222581524
23477,0.011846864428092019,0.07915717925094468,0.011597678283960744,0.0790470964713651,0.21550115695933236,0.3504859043977754,0.1976608857507124,0.05470323445781733
23478,0.32471093768694526,0.04060751837450083,0.03255809848749647,0.15350290044670145,0.1317468513374609,0.019871194626847166,0.1896491478858764,0.10735335115417155
23479,0.054691818903899514,0.25550944919398333,0.08799466804451939,0.037145871136900155,0.3960981188721542,0.048732901292818376,0.06816028533321095,0.05166688722251411
23485,0.41519262217852526,0.12266981265437016,0.05975245391790385,0.05563222806670398,0.05959522898664604,0.18574715830136967,0.01737346268910156,0.08403703320537947
23486,0.01904744812268122,0.027520667244144592,0.15239083078054616,0.2727165491102197,0.12642476166426064,0.3297603883515683,0.039365094376544674,0.03277426035003472
23487,0.060597834090965086,0.17676283519750502,0.04578833917309111,0.011827524214468754,0.41701431143035383,0.15326218359038868,0.06274739098034732,0.0719995813228802
23488,0.1663996374679626,0.1325993061627696,0.08275911203135955,0.33457101725338156,0.08658409868277328,0.11303535973629808,0.06870946751269458,0.015342001152760742
23489,0.32684443515716965,0.017804010652294866,0.13027661980796024,0.15183333837715063,0.03305473154162031,0.005465032495420519,0.30946552016831286,0.02525631180007093
23490,0.14046213980532163,0.047061615720196626,0.0014234619483541877,0.18841983497621562,0.04376237108541725,0.03334471623379809,0.19367085406954565,0.35185500616115095
23491,0.02541575527433737,0.013183268321872221,0.056611598474347935,0.4007767099398438,0.07074847512391769,0.027623977707810776,0.07172201962113267,0.3339181955367375
23492,0.03220707703971637,0.08369991638564223,0.007960033388143106,0.043100991610902084,0.32877051519484657,0.16964310820034267,0.09838728784787254,0.23623107033253443
23493,0.0985033564365464,0.09001737102188345,0.02603795515209162,0.02051997732952071,0.23870109851223265,0.2794231719021947,0.1261635588182517,0.1206335108272788
23501,0.28465412930593914,0.29766407225164804,0.04997468802359695,0.01932048067190595,0.18353724508091485,0.07280417967468278,0.03878621180320274,0.05325899318810956
23502,0.13993766614759873,0.020465510515749075,0.13360994913498903,0.005758927638317424,0.009238915602697184,0.5487323009459129,0.051519956561198454,0.09073677345353726
23524,0.022863377515229377,0.2156429760494395,0.20308003637582928,0.1073186117415762,0.11171165741979772,0.008923649123776412,0.010320797007609461,0.32013889476674207
23525,0.07962754389902282,0.12969831616058358,0.05429712636691164,0.19103613510945638,0.14960894181921347,0.32110430179403526,0.011044704732661392,0.06358293011811544
23526,0.20868319204628172,0.12615901414274022,0.0668430076057176,0.026062262488454224,0.012143376067021983,0.24576692405142053,0.29998686950982645,0.014355354088537275
23527,0.006631215786714106,0.032590106367777705,0.15203931852823116,0.08888456765982977,0.41218426072661685,0.10855452703614465,0.11321155107862024,0.08590445281606551
23528,0.1677691639637956,0.06506202976885966,0.05447030006513487,0.10693851619703476,0.03845903758892544,0.45982063916927474,0.08909417740874859,0.018386135838226347
23529,0.09186802911830283,0.1640515898943392,0.09463258096300398,0.09806808766859632,0.02568107827411581,0.023028614388408197,0.4504908588078711,0.05217916088536256
23530,0.24657176618454668,0.11874387135344477,0.04395559236728763,0.05888614783261059,0.16702097482649247,0.009744626114669641,0.20864163080943943,0.14643539051150878
23531,0.036884862799687945,0.17671579478286048,0.00871398134691237,0.1904901201198539,0.22416254261711377,0.11308897463039314,0.13911232186027955,0.11083140184289886
23532,0.028040788390282678,0.07043717818523354,0.021339026717432374,0.11023088711561735,0.17531134171042728,0.03950678499920468,0.3846227861535041,0.170511206728298
23533,0.04521309584075839,0.03770906141259345,0.023599647188897288,0.05674766918162544,0.18214886402804975,0.11730565990330744,0.12261693147648223,0.414659070968286
23534,0.06490675714847371,0.0014505521317463854,0.10537147849861073,0.12745351846425657,0.03990811317023546,0.4437440075592918,0.06855897439236358,0.1486065986350218
23543,0.2218610363120075,0.06330318847360439,0.20233377765799543,0.1007742862609623,0.06180843508768352,0.01838831333309554,0.012969964506582388,0.31856099836806895
23544,0.004101259701652538,0.19034736755649584,0.03191898313777697,0.10149073232977779,0.004198634560814929,0.2774315660869471,0.0414566492501276,0.34905480737640726
23545,0.0766689178808988,0.21938134707890866,0.22965432739930014,0.3451150740489145,0.011177477070077435,0.0016388862643383906,0.014883642155725796,0.10148032810183627
23546,0.007381878806890563,0.11878149468798771,0.05534048216575482,0.22521358969967997,0.06014378225017247,0.2249281739029857,0.27875943714879714,0.029451161337731624
23547,0.14425201280638877,0.12133016168587374,0.17242307780532495,0.10199122195323929,0.0465354227781668,0.10345135044817044,0.18612333117920665,0.12389342134362935
23548,0.1858655904908334,0.2622514517527358,0.06529927499546362,0.09275326617239277,0.039072375128114345,0.11711006786279365,0.17171823575248146,0.06592973784518497
23549,0.024251640394776897,0.22705731363906667,0.08597735490290204,0.06768581787289418,0.07742088691370297,0.053835459425653154,0.27893698822742263,0.18483453862358146
23550,0.04004898984520433,0.271200155358829,0.05472395532129293,0.08439774610112416,0.24237559658264363,0.07855139851199056,0.1946266820728937,0.03407547620602169
23551,0.07002418846936509,0.19107577547561372,0.08333357204873004,0.20110016168651068,0.023034079203061775,0.22552143265956215,0.1928301139479509,0.013080676509205635
23599,0.18537215067428625,0.34635274344137257,0.031474907868051405,0.18425363917525273,0.17483400785669567,0.00819593140447783,0.04075478386250564,0.02876183571735791
23600,0.020661895251807283,0.10710387460384352,0.034223338947516835,0.03422802953025561,0.3751339379781171,0.22547971441924786,0.155127116020353,0.048042093248858775
23601,0.03525666292136864,0.04076796639561775,0.25502122526544413,0.1758316889053485,0.07273665052593803,0.20671089225121042,0.06497418888094142,0.1487007248541311
23602,0.03695564779656768,0.45676079257365787,0.10642405036581559,0.2667083743348786,0.03434066075367914,0.06277989294701247,0.016291258571481282,0.019739322656907365
23628,0.09962760534780868,0.1270717280395237,0.10690480804497038,0.18744640585601102,0.09440835658037183,0.22304963674539746,0.09994693702036428,0.061544522365552634
23629,0.06335333826829259,0.062080545544089816,0.37856819380462736,0.09444733518179704,0.06014540078135333,0.12180842799002611,0.06830550321245876,0.15129125521735498
23664,0.06298859993279116,0.05279473205286844,0.05609379261970249,0.2536765279208263,0.1900278048204529,0.034545717125149644,0.17375912926165704,0.17611369626655204
23665,0.002806227015395346,0.021043600711664223,0.11143619937965343,0.034912906286516554,0.08877049540141169,0.00652135313612956,0.6832678639341043,0.05124135413512487
23666,0.0596506019702614,0.04936264588518546,0.1443074860458985,0.19959406534890478,0.1676328077918442,0.17802595916311914,0.19638010112310744,0.005046332671679088
23667,0.27013877914905016,0.019122190640529668,0.22040874066111205,0.130700141335528,0.06922357963565973,0.028800005973384613,0.09109339907768432,0.17051316352705148
23668,0.10994405274822439,0.02421725556474652,0.07451407254056308,0.03928946562858093,0.4110285036723035,0.2422113048741531,0.08401860302033692,0.014776741951091577
23669,0.10441860288452043,0.3573016110945828,0.19883130619704437,0.04974134222515281,0.061412435071759086,0.13271865309913078,0.06459796194931644,0.030978087478493288
23670,0.026570743445592848,0.21174125793220588,0.11990172879897232,0.11151179616398499,0.0459589940973425,0.05345605870361381,0.03940007730381101,0.39145934355447665
23702,0.05630036553674722,0.0369958970264711,0.2652385419092612,0.001484543924983539,0.053675327167517994,0.14249571200602873,0.25591426045981924,0.18789535196917095
23703,0.04790631468833162,0.10411358554597527,0.2572517534970852,0.10643582542198116,0.133296331475525,0.10430405922873298,0.07707393428767984,0.16961819585468896
23704,0.014343188604944657,0.05478726962386016,0.09781249098486411,0.10656025199285302,0.07300705130244356,0.03494221027055011,0.5898585252032161,0.028689012017268256
23734,0.17559208935446902,0.07226122349584974,0.254882647049711,0.25585188748315313,0.13214766450903292,0.05384117502922625,0.053612599834037766,0.0018107132445202012
23735,0.12065995614028413,0.21890199717333625,0.00867798198930847,0.32818177492476186,0.05835512608531068,0.024058552336787775,0.07432975031221278,0.16683486103799805
23742,0.4586072587349598,0.01481180521990455,0.15108726021847263,0.015952980584011733,0.005605321361849436,0.2354468937776404,0.0893402522799237,0.029148227823237782
23743,0.2697443666306234,0.08577927370661564,0.07157800905269707,0.171819640918641,0.08959282917638045,0.1285959404373035,0.10567512410540358,0.07721481597233537
23744,0.3350664369843881,0.3259602363883014,0.02439544984428965,0.02031166869227119,0.1263567650480545,0.005536161609807855,0.04000749386244573,0.12236578757044159
23745,0.23485002470500083,0.017598434029301724,0.16006507286066218,0.13337407504007082,0.09175644290743779,0.10925177726219892,0.22819508903620478,0.024909084159122963
23746,0.18512222025374403,0.4480289757226946,0.1121223532532114,0.07630808198620687,0.0176841127703653,0.08388728497504605,0.005066862420974538,0.07178010861775719
23747,0.07567304736143876,0.06936810087851986,0.26105819084852844,0.08280938241405245,0.22793570601252566,0.018086371136122437,0.13044539453778925,0.13462380681102315
23781,0.10267025328187418,0.06776531168140831,0.07138330039315155,0.10357669620728638,0.0030153308517935073,0.1729581110015751,0.2715953375726917,0.20703565901021925
23782,0.18337904823347184,0.20580344807300088,0.09110394548585254,0.030737385377558102,0.0882339384633678,0.24018629241027767,0.15288674310758,0.007669198848891168
23783,0.32392342219602366,0.0030174197425117955,0.12332608027398484,0.10744885295765971,0.05540520174794139,0.04684317534975546,0.1685367721414628,0.17149907559066035
23784,0.09099975946987204,0.08337526634979975,0.03865119020057617,0.24810762898604677,0.04361605289570436,0.056968711556314666,0.3086195198835522,0.12966187065813406
23785,0.059060878801256544,0.062227115565781865,0.02942557024081416,0.13528421885599662,0.309351537413893,0.19540520363549507,0.1289437861067424,0.08030168938002036
23786,0.2558012227543859,0.14363624843403877,0.05803231860618452,0.21660255878103685,0.015348051546374974,0.08794139918676569,0.15976674098378907,0.06287145970742425
23787,0.2706287850649265,0.3209342596100996,0.03868735049493732,0.028698942814749717,0.0006667780018798641,0.2058645772195058,0.04321380492413496,0.09130550186976627
23788,0.3095668389291638,0.12921607886921316,0.061653376778462166,0.09662567569932656,0.1432611655107905,0.005481279892451729,0.2308182710811123,0.02337731323947978
23789,0.08221316054742256,0.004769475838948489,0.015474443510466895,0.25891048701419583,0.1306242766958361,0.018523805076679056,0.44396947343056625,0.04551487788588482
23790,0.007463520769628196,0.2668066486968299,0.09746761464369413,0.2182853062019059,0.04972601219079076,0.25403177466327254,0.07166170656630899,0.034557416267569585
23791,0.005177284390408987,0.15742444214213314,0.1259967809179232,0.16428855105861184,0.0008906914398080223,0.4332824228207628,0.059194651527810005,0.053745175702542
23792,0.017643212077613213,0.13062294916374628,0.15170703981698408,0.14924681131738793,0.040981159791474764,0.09511989054992931,0.3210095553178436,0.09366938196502084
23793,0.14824187420021606,0.18696754546922845,0.10872347971675067,0.07913425453564071,0.0352209389370699,0.4056817487342317,0.03352331721228119,0.002506841194581333
23794,0.2149323512464526,0.4193930569688148,0.057054949430289326,0.05927197694392494,0.001281223700766554,0.07305949183389582,0.023196975422902888,0.15180997445295308
23813,0.06352772089607117,0.5738802308893167,0.20927666113327037,0.02725980948613005,0.023048655701799925,0.04219748790420352,0.022760940071498315,0.038048493917709925
23822,0.20754272433555887,0.08439668168796544,0.14860654117996164,0.051662772822282155,0.11269416409004152,0.24667353474341736,0.07943375555874743,0.0689898255820256
23823,0.15714600178011173,0.025588475071024797,0.21189552139538004,0.11156509214366084,0.13110441526205752,0.06641087960301051,0.04744397595115735,0.24884563879359722
23824,0.055976909139098696,0.1055812211288748,0.018980309077610724,0.31202743516449305,0.2544041106989601,0.014564204718613416,0.002490003104044014,0.23597580696830522
23825,0.08537205161190531,0.15988785771691083,0.16745583308097123,0.046761052043114204,0.11286894014112248,0.19671814477053462,0.14184328684608927,0.08909283378935207
23834,0.1514883988274499,0.20411374307672592,0.011517406874239966,0.09572359128812435,0.033445574887676965,0.04843270175428127,0.18587879680278674,0.2693997864887149
23835,0.1335158222488071,0.14060392349506,0.20086564361578552,0.02288326348413261,0.06599264716100128,0.04952085673837492,0.034350913200156485,0.3522669300566821
23836,0.49566897258266773,0.00022089454329699,0.003610437470938699,0.0944071388905997,0.01821387707595057,0.004775888781612392,0.21371191530233757,0.16939087535259634
23860,0.33536363728886065,0.08557905196934368,0.46030979628848967,0.046150277391851735,0.013634542444762254,0.005377909946836734,0.027884931142944547,0.025699853526910732
